Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf
CC(Cl)(Cl)Cl,O,293.15,8.650385776652017
CC(Cl)(Cl)Cl,O,293.15,8.689866688335215
CC(Cl)(Cl)Cl,O,298.15,8.693578832134126
CC(Cl)(Cl)Cl,O,298.15,8.866409589425563
CC(Cl)(Cl)Cl,O,303.15,8.454500432477765
CC(Cl)(Cl)Cl,O,303.15,8.55575792022806
CC(Cl)(Cl)Cl,O,303.15,8.58895741914549
CC(Cl)(Cl)Cl,O,303.15,8.618836004975583
CC(Cl)(Cl)Cl,O,308.15,8.545815633078915
CC(Cl)(Cl)Cl,O,308.15,8.68854311266956
CC(Cl)(Cl)Cl,O,308.15,8.743249297123048
CC(Cl)(Cl)Cl,O,313.15,8.523055971684613
CC(Cl)(Cl)Cl,O,313.15,8.592476900691537
CC(Cl)(Cl)Cl,O,313.15,8.604689284245495
CC(Cl)(Cl)Cl,O,314.25,8.90758391644303
CC(Cl)(Cl)Cl,O,323.15,8.597243899057775
CC(Cl)(Cl)Cl,O,323.15,8.670434314865334
CC(Cl)(Cl)Cl,O,323.15,8.681333805272844
CC(Cl)(Cl)Cl,O,324.45,8.856875982971689
CC(Cl)(Cl)Cl,O,333.15,8.572007081228586
CC(Cl)(Cl)Cl,O,334.65,8.883666573484904
CC(Cl)(Cl)Cl,O,343.15,8.520567492055187
CC(Cl)(Cl)Cl,O,344.65,8.778576975369766
CC(Cl)(Cl)Cl,O,353.15,8.443331342817782
CI,O,293.15,6.776724756573179
BrCBr,O,293.15,6.654171849893306
BrCBr,O,293.15,6.705668470193538
BrCBr,O,293.15,6.7228343467371365
BrCBr,O,293.15,6.757167245387621
BrCBr,O,298.15,6.525393228107419
BrCBr,O,303.15,6.684432961690242
BrCBr,O,308.15,6.659977019651054
BrCBr,O,308.15,6.676307341504312
BrCBr,O,313.15,6.6375306022594325
BrCBr,O,323.15,6.61366471594919
CCBr,O,293.15,6.874570711591093
CCBr,O,298.15,6.518799144749717
S=C=S,O,278.15,7.648153344390628
S=C=S,O,283.15,7.468781500359941
S=C=S,O,283.15,7.674937929067553
S=C=S,O,288.15,7.712291765468034
S=C=S,O,293.15,7.644603505613177
S=C=S,O,293.15,7.757897661306674
S=C=S,O,293.15,8.094692803371588
S=C=S,O,295.15,7.550561343267984
S=C=S,O,298.15,7.817701929661205
S=C=S,O,298.65,7.374603936534571
S=C=S,O,303.15,7.67797460561694
S=C=S,O,303.15,7.905887714749933
S=C=S,O,304.05,7.475951294119252
S=C=S,O,308.15,8.031154484736899
S=C=S,O,309.75,7.6331082408783
S=C=S,O,310.9,7.570113300722202
S=C=S,O,315.35,7.806517276305329
S=C=S,O,322.35,8.080064026572584
CSC,O,292.6,5.076017209476895
CSC,O,298.01,5.16773020684153
CSC,O,298.03,5.133419138174014
CSC,O,298.03,5.184078667303923
CSC,O,302.7,5.143538989760254
CSC,O,312.5,5.15377702578989
CSC,O,332.8,5.201900074120633
C1CO1,O,283.15,1.6173088551346684
C1CO1,O,283.15,1.6883988043867346
C1CO1,O,290.65,1.79031008604619
C1CO1,O,298.15,1.787826746200342
C1CO1,O,298.15,1.87221747526867
C1CO1,O,308.15,1.945341415928713
C1CO1,O,318.15,2.0008379022174307
C1CO1,O,328.15,2.040009206136116
