Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf,QSPR_ln_gamma_inf_pred
O,CCOCCO,341.15,0.4197755567814918,0.2764150922336075
O,C1=CCCCC1,298.15,6.783143983732173,6.662731106519903
O,C1COCCN1,385.65,0.7210978944036309,-0.59233878
O,CC(C)CNCC(C)C,298.15,2.4724797547798727,3.9983716867619776
O,CCCCCCC(C)=O,298.15,2.443607110705934,3.303787104282998
O,CCCCCCO,298.15,1.2085423480403057,2.7868466717287923
O,C=CCCCCCC,298.15,6.490794852141439,5.6837914300838905
O,CCCCCCC=O,298.15,3.0015055759258327,3.528223868640369
O,CCCCCCCOC(C)=O,298.15,3.3247446113345323,3.9159399748156893
O,CCCCCCCCOC(C)=O,298.15,3.106119135940073,4.085978699208926
O,CCCCCCCCCC=O,298.15,2.715250880538911,4.017955677719982
O,CCCCCCCCCCCC=O,333.15,2.839347433180982,3.8848635126396225
O,CCCCCCOCCCCCC,312.55,4.522971572685865,5.2407083691385825
O,CCOC(=O)c1ccccc1O,298.15,3.931309813437919,5.043790887127793
O,CCCC(C)C=O,298.15,3.097629799980151,3.7406585977089506
O,CCCC(=O)CCC,298.15,3.0853627177907823,3.2619551978857118
O,CCCCCC(=O)OCC,298.15,3.3187790767127385,3.789620295320333
O,C/C=C/C=O,298.15,1.9304846424597144,3.5516258772129046
O,CC(=O)OCCC(C)C,298.15,3.0265039322207445,3.592961878541727
O,CCCCCCCC#N,298.15,3.06438108585937,3.291196705039054
O,CCCCCCCCC=O,303.15,2.9565339601498337,3.824002074417403
O,C=C(C)C#N,298.15,3.513626853273869,3.978873836903553
O,CCC(C)c1ccccc1,298.15,5.902354606035913,7.0341257645556805
O,CC(=O)OCc1ccccc1,298.15,3.3337996658091296,4.331293868717131
O,N#CCc1ccccc1,298.15,3.079301064973309,3.866473356861377
O,C=CC(=O)OCC,298.15,2.5357898601025703,3.6734225503605273
O,C=CC(=O)OCCCC,293.15,3.3700403362434663,3.9081305144693754
O,CCc1cccc(CC)c1,298.15,6.000491184160619,7.030108291769014
O,CCCCCCOC(C)=O,298.15,3.081597994530316,3.7662856145225483
O,Cl/C=C\Cl,298.15,5.96597236494704,5.478952225515173
O,c1cscn1,363.15,1.4344438439063525,3.234426157160895
O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298.15,7.875339705243762,7.444905071037922
O,CCCCC(=O)CCCC,298.15,3.297572396137312,3.5175448735741135
O,CC(O)C(C)O,369.65,0.4298910184699914,-2.668712998
O,Cc1ccccc1C#N,298.15,3.452501842654026,4.668335078767763
O,Cc1ccccc1C=O,298.15,3.234331764086437,4.990657872883258
O,CCCCC(=O)OCC,298.15,2.9193046901040063,3.639965935027192
O,CCCCCOC(=O)CCC,298.15,3.30779471473115,4.003378064611449
O,CC(=O)OC(C)(C)C,298.15,2.672761480856375,3.478309539445263
O,CC(C)CCC#N,298.15,3.31770707116313,3.0472743697495446
O,CC(C)COC=O,298.15,3.01876985880527,3.7174768142796992
O,CCCCCCl,298.15,5.918380281557038,4.968740543525961
O,COC(=O)C(C)C,298.15,2.5913440853593595,3.460251794529599
O,CCC(=O)OC,298.15,2.4889650699155017,3.5065880350625243
O,CC(C)C(=O)C(C)C,298.15,3.0327052701763786,3.308624559481281
O,CCc1ccccc1N,303.15,2.3270630484008707,5.033413533434209
O,CCCCOC(=O)CC,298.15,3.1866748952802126,3.6453979471408102
O,C=CCCCC,298.15,6.462612833483711,5.337939566523858
O,C=CCCCCC,298.15,6.480696190061714,5.5240147877834875
O,COC(=O)C(C)(C)C,298.15,3.237187144639454,3.5981340286299055
O,COC(=O)C(Cl)(Cl)Cl,302.75,3.9970532546127218,4.1520523708358645
O,Cc1cccc(C#N)c1,298.15,3.635383736171186,4.312075765690441
O,CC(=O)OC1CCCCC1,298.15,2.884219538410967,3.439466413961953
O,CCCC(=O)OC,298.15,2.752558193976149,3.495881128591824
O,CCCCCCC(=O)CCC,298.15,3.632428143158984,3.616004012976136
O,CCCCC(=O)OC,298.15,2.978107872200252,3.5281299862365536
O,CCC(C)NC(C)CC,298.15,2.577668129869312,3.8414791462566864
O,CCCCCOC(C)=O,298.15,3.151923726728901,3.6166312542294072
O,CCCCOCC,298.15,3.2005407601750395,4.427149175354717
O,ClCC(Cl)(Cl)Cl,298.15,5.311184232254861,5.851070791041279
O,CCOC(C)(C)C,298.15,2.910098129561646,4.220895585838796
O,CCCCCCCC(C)=O,298.15,2.798311292046951,3.473825828676235
O,CCOC(C)(C)CC,298.15,3.3416844333743354,3.972351914257435
O,CCC(C)(C)OC,298.15,3.176990765494681,4.152935707325062
O,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,298.15,7.272377559019696,8.618107980228894
O,CCCCCCOC(=O)C(C)C,298.15,3.851053574171768,4.129363049216909
O,CCCCCCOC(=O)CCC,313.15,3.4350414872433968,3.958981603575989
O,CCOC(=O)C(C)CC,298.15,3.055269245269913,3.616296559339511
