role,raw_smiles,rdkit_valid,canonical_isomeric,canonical_nonisomeric,rdkit_isomeric_flag,heuristic_flag,detection_method,sample_count,isomer_collision_group,collision_group_id
solvent,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,True,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,False,False,none,16,False,
solvent,CCSSCC,True,CCSSCC,CCSSCC,False,False,none,3,False,
solvent,CC1=CC=CC=N1,True,Cc1ccccn1,Cc1ccccn1,False,False,none,1,False,
solvent,C1CC(S(=O)(=O)C1)N,True,NC1CCCS1(=O)=O,NC1CCCS1(=O)=O,False,False,none,2,False,
solvent,CCC(=C)C,True,C=C(C)CC,C=C(C)CC,False,False,none,3,False,
solvent,C(=C(Cl)Cl)Cl,True,ClC=C(Cl)Cl,ClC=C(Cl)Cl,False,False,none,5,False,
solvent,CCCC(C)C,True,CCCC(C)C,CCCC(C)C,False,False,none,7,False,
solvent,C1CCC(C1)N,True,NC1CCCC1,NC1CCCC1,False,False,none,1,False,
solvent,CC(C1=CC=CC=C1)O,True,CC(O)c1ccccc1,CC(O)c1ccccc1,False,False,none,2,False,
solvent,CCC(=O)C1=CC=CC=C1,True,CCC(=O)c1ccccc1,CCC(=O)c1ccccc1,False,False,none,16,False,
solvent,CC=C(C)C,True,CC=C(C)C,CC=C(C)C,False,False,none,3,False,
solvent,CCOCCOCC,True,CCOCCOCC,CCOCCOCC,False,False,none,1,False,
solvent,CCCCCCCCCCCCCCCCCCC1CCCCC1,True,CCCCCCCCCCCCCCCCCCC1CCCCC1,CCCCCCCCCCCCCCCCCCC1CCCCC1,False,False,none,10,False,
solvent,C1=COC(=C1)CN,True,NCc1ccco1,NCc1ccco1,False,False,none,7,False,
solvent,C=CC=O,True,C=CC=O,C=CC=O,False,False,none,3,False,
solvent,C1CCC(C1)O,True,OC1CCCC1,OC1CCCC1,False,False,none,9,False,
solvent,CCCCCCCCCCCCCCCCBr,True,CCCCCCCCCCCCCCCCBr,CCCCCCCCCCCCCCCCBr,False,False,none,25,False,
solvent,C1CC(=O)C1,True,O=C1CCC1,O=C1CCC1,False,False,none,1,False,
solvent,COCCOC,True,COCCOC,COCCOC,False,False,none,1,False,
solvent,C(=C(Cl)Cl)(Cl)Cl,True,ClC(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)Cl,False,False,none,2,False,
solvent,CC(CN(C)C)N(C)C,True,CC(CN(C)C)N(C)C,CC(CN(C)C)N(C)C,False,False,none,1,False,
solvent,CC1=NC(=CC=C1)C,True,Cc1cccc(C)n1,Cc1cccc(C)n1,False,False,none,9,False,
solvent,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)OCC3=CC=CC=C3,True,O=C(OCc1ccccc1)c1ccccc1C(=O)OCc1ccccc1,O=C(OCc1ccccc1)c1ccccc1C(=O)OCc1ccccc1,False,False,none,11,False,
solvent,CCCCCC=C,True,C=CCCCCC,C=CCCCCC,False,False,none,20,False,
solvent,C1COC1,True,C1COC1,C1COC1,False,False,none,2,False,
solvent,CCCCCCCO,True,CCCCCCCO,CCCCCCCO,False,False,none,6,False,
solvent,CCCNCCC,True,CCCNCCC,CCCNCCC,False,False,none,1,False,
solvent,CCCCCCCCCCC1CCCCC1,True,CCCCCCCCCCC1CCCCC1,CCCCCCCCCCC1CCCCC1,False,False,none,9,False,
solvent,CCCOC1CCS(=O)(=O)C1,True,CCCOC1CCS(=O)(=O)C1,CCCOC1CCS(=O)(=O)C1,False,False,none,2,False,
solvent,CCC(=O)OC,True,CCC(=O)OC,CCC(=O)OC,False,False,none,4,False,
solvent,CNC,True,CNC,CNC,False,False,none,2,False,
solvent,CCCCCCCCCCOC1CCS(=O)(=O)C1,True,CCCCCCCCCCOC1CCS(=O)(=O)C1,CCCCCCCCCCOC1CCS(=O)(=O)C1,False,False,none,7,False,
solvent,CCCC#CC,True,CC#CCCC,CC#CCCC,False,False,none,1,False,
solvent,CCCCN,True,CCCCN,CCCCN,False,False,none,8,False,
solvent,CCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC,False,False,none,5,False,
solvent,CCCSCCC,True,CCCSCCC,CCCSCCC,False,False,none,3,False,
solvent,CCCCCCCCN,True,CCCCCCCCN,CCCCCCCCN,False,False,none,1,False,
solvent,CN1CCCCC1,True,CN1CCCCC1,CN1CCCCC1,False,False,none,1,False,
solvent,C(CCCN)CCCN,True,NCCCCCCCN,NCCCCCCCN,False,False,none,1,False,
solvent,C(C#N)C#N,True,N#CCC#N,N#CCC#N,False,False,none,5,False,
solvent,CCCCCC#C,True,C#CCCCCC,C#CCCCCC,False,False,none,9,False,
solvent,CCC(CC)(CC)O,True,CCC(O)(CC)CC,CCC(O)(CC)CC,False,False,none,2,False,
solvent,CCC(C)CC,True,CCC(C)CC,CCC(C)CC,False,False,none,2,False,
solvent,C(=O)O,True,O=CO,O=CO,False,False,none,7,False,
solvent,CC(CCC#N)C#N,True,CC(C#N)CCC#N,CC(C#N)CCC#N,False,False,none,8,False,
solvent,CC(C)C(=NO)C(C)C,True,CC(C)C(=NO)C(C)C,CC(C)C(=NO)C(C)C,False,False,none,5,False,
solvent,CC1CCCC1,True,CC1CCCC1,CC1CCCC1,False,False,none,11,False,
solvent,C(CCCl)CCl,True,ClCCCCCl,ClCCCCCl,False,False,none,2,False,
solvent,COCOC,True,COCOC,COCOC,False,False,none,6,False,
solvent,CC(=O)CCC(=O)C,True,CC(=O)CCC(C)=O,CC(=O)CCC(C)=O,False,False,none,1,False,
solvent,CC(=O)N1CCCCC1,True,CC(=O)N1CCCCC1,CC(=O)N1CCCCC1,False,False,none,2,False,
solvent,COC(=O)C=C,True,C=CC(=O)OC,C=CC(=O)OC,False,False,none,5,False,
solvent,CCCC,True,CCCC,CCCC,False,False,none,2,False,
solvent,CCC(C)N,True,CCC(C)N,CCC(C)N,False,False,none,1,False,
solvent,COC(=O)OC,True,COC(=O)OC,COC(=O)OC,False,False,none,3,False,
solvent,CCCN,True,CCCN,CCCN,False,False,none,1,False,
solvent,CC(=O)CC(C)(C)O,True,CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O,False,False,none,1,False,
solvent,CCCCCCl,True,CCCCCCl,CCCCCCl,False,False,none,1,False,
solvent,CCCCCCCCCCCCCCCCCCC1=CC=CC=C1,True,CCCCCCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCCCCCc1ccccc1,False,False,none,2,False,
solvent,CCCOCCC,True,CCCOCCC,CCCOCCC,False,False,none,1,False,
solvent,CCOCCO,True,CCOCCO,CCOCCO,False,False,none,2,False,
solvent,COCCOCCOC,True,COCCOCCOC,COCCOCCOC,False,False,none,1,False,
solvent,CCCCCCN,True,CCCCCCN,CCCCCCN,False,False,none,3,False,
solvent,CC(C#N)O,True,CC(O)C#N,CC(O)C#N,False,False,none,2,False,
solvent,CC(=O)N,True,CC(N)=O,CC(N)=O,False,False,none,2,False,
solvent,CCC#CCC,True,CCC#CCC,CCC#CCC,False,False,none,1,False,
solvent,CCCCCN,True,CCCCCN,CCCCCN,False,False,none,1,False,
solvent,CC1=CC=NC=C1,True,Cc1ccncc1,Cc1ccncc1,False,False,none,1,False,
solvent,CN(C)CCN(C)C,True,CN(C)CCN(C)C,CN(C)CCN(C)C,False,False,none,1,False,
solvent,CCCCCCCN,True,CCCCCCCN,CCCCCCCN,False,False,none,1,False,
solvent,C1CCNC1,True,C1CCNC1,C1CCNC1,False,False,none,1,False,
solvent,CC1=CC[C@@H](CC1)C(=C)C,True,C=C(C)[C@H]1CC=C(C)CC1,C=C(C)C1CC=C(C)CC1,True,True,rdkit+heuristic,1,False,
solvent,C1=CC=C(C=C1)CCO,True,OCCc1ccccc1,OCCc1ccccc1,False,False,none,3,False,
solvent,CC(=O)C(=O)C,True,CC(=O)C(C)=O,CC(=O)C(C)=O,False,False,none,1,False,
solvent,CCCCNCCCC,True,CCCCNCCCC,CCCCNCCCC,False,False,none,1,False,
solvent,CC1=CN=CC=C1,True,Cc1cccnc1,Cc1cccnc1,False,False,none,1,False,
solvent,CCCCC=O,True,CCCCC=O,CCCCC=O,False,False,none,1,False,
solvent,CN(C)CN(C)C,True,CN(C)CN(C)C,CN(C)CN(C)C,False,False,none,1,False,
solvent,CC(C)N,True,CC(C)N,CC(C)N,False,False,none,1,False,
solvent,CCOCOCC,True,CCOCOCC,CCOCOCC,False,False,none,1,False,
solvent,CNC(C)=O,True,CNC(C)=O,CNC(C)=O,False,False,none,140,False,
solvent,CN[S](C)(=O)=O,True,CNS(C)(=O)=O,CNS(C)(=O)=O,False,False,none,24,False,
solvent,CCNC(C)=O,True,CCNC(C)=O,CCNC(C)=O,False,False,none,131,False,
solvent,CN(C)C(C)=O,True,CC(=O)N(C)C,CC(=O)N(C)C,False,False,none,154,False,
solvent,OCCO,True,OCCO,OCCO,False,False,none,224,False,
solvent,O=CN1CCOCC1,True,O=CN1CCOCC1,O=CN1CCOCC1,False,False,none,357,False,
solvent,O=S1(CCCC1)=O,True,O=S1(=O)CCCC1,O=S1(=O)CCCC1,False,False,none,377,False,
solvent,CC(C)(C)OCCOCCOCCOC,True,COCCOCCOCCOC(C)(C)C,COCCOCCOCCOC(C)(C)C,False,False,none,27,False,
solvent,CCCCOCCOCCOCCOCCCC(C)(C)C,True,CCCCOCCOCCOCCOCCCC(C)(C)C,CCCCOCCOCCOCCOCCCC(C)(C)C,False,False,none,30,False,
solvent,OCCOCCO,True,OCCOCCO,OCCOCCO,False,False,none,177,False,
solvent,OCCOCCOCCO,True,OCCOCCOCCO,OCCOCCOCCO,False,False,none,156,False,
solvent,OCC,True,CCO,CCO,False,False,none,131,False,
solvent,OCCC,True,CCCO,CCCO,False,False,none,88,False,
solvent,OCCCC,True,CCCCO,CCCCO,False,False,none,129,False,
solvent,OCCCCCCCC,True,CCCCCCCCO,CCCCCCCCO,False,False,none,147,False,
solvent,OC(C)C,True,CC(C)O,CC(C)O,False,False,none,66,False,
solvent,CC(C)=O,True,CC(C)=O,CC(C)=O,False,False,none,131,False,
solvent,CCC(C)=O,True,CCC(C)=O,CCC(C)=O,False,False,none,94,False,
solvent,CCCC(C)=O,True,CCCC(C)=O,CCCC(C)=O,False,False,none,11,False,
solvent,CCCCCC(C)=O,True,CCCCCC(C)=O,CCCCCC(C)=O,False,False,none,11,False,
solvent,COC(C)=O,True,COC(C)=O,COC(C)=O,False,False,none,14,False,
solvent,CCOC(C)=O,True,CCOC(C)=O,CCOC(C)=O,False,False,none,107,False,
solvent,CCCCOC(C)=O,True,CCCCOC(C)=O,CCCCOC(C)=O,False,False,none,15,False,
solvent,CCCCCCOC(C)=O,True,CCCCCCOC(C)=O,CCCCCCOC(C)=O,False,False,none,11,False,
solvent,CCOC(CCC)=O,True,CCCC(=O)OCC,CCCC(=O)OCC,False,False,none,11,False,
solvent,c1ccccc1,True,c1ccccc1,c1ccccc1,False,False,none,132,False,
solvent,Cc1ccccc1,True,Cc1ccccc1,Cc1ccccc1,False,False,none,146,False,
solvent,Cc1ccc(C)cc1,True,Cc1ccc(C)cc1,Cc1ccc(C)cc1,False,False,none,49,False,
solvent,OCc1ccccc1,True,OCc1ccccc1,OCc1ccccc1,False,False,none,22,False,
solvent,O=N(c1ccccc1)=O,True,O=[N+]([O-])c1ccccc1,O=[N+]([O-])c1ccccc1,False,False,none,57,False,
solvent,COc1ccccc1,True,COc1ccccc1,COc1ccccc1,False,False,none,32,False,
solvent,N#Cc1ccccc1,True,N#Cc1ccccc1,N#Cc1ccccc1,False,False,none,31,False,
solvent,CC(=O)c1ccccc1,True,CC(=O)c1ccccc1,CC(=O)c1ccccc1,False,False,none,40,False,
solvent,Clc1ccccc1,True,Clc1ccccc1,Clc1ccccc1,False,False,none,14,False,
solvent,CS(C)=O,True,CS(C)=O,CS(C)=O,False,False,none,165,False,
solvent,OC(C)=O,True,CC(=O)O,CC(=O)O,False,False,none,11,False,
solvent,ClCCl,True,ClCCl,ClCCl,False,False,none,25,False,
solvent,ClC(Cl)Cl,True,ClC(Cl)Cl,ClC(Cl)Cl,False,False,none,50,False,
solvent,ClC(Cl)(Cl)Cl,True,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,False,False,none,84,False,
solvent,ClCCCl,True,ClCCCl,ClCCCl,False,False,none,86,False,
solvent,O1CCCC1,True,C1CCOC1,C1CCOC1,False,False,none,54,False,
solvent,C1OCCOC1,True,C1COCCO1,C1COCCO1,False,False,none,18,False,
solvent,O=C1CCCO1,True,O=C1CCCO1,O=C1CCCO1,False,False,none,11,False,
solvent,OCC(F)(F)F,True,OCC(F)(F)F,OCC(F)(F)F,False,False,none,11,False,
solvent,FC(F)(F)C(O)C(F)(F)F,True,OC(C(F)(F)F)C(F)(F)F,OC(C(F)(F)F)C(F)(F)F,False,False,none,11,False,
solvent,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,True,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,12,False,
solvent,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,True,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,11,False,
solvent,CN(=O)=O,True,C[N+](=O)[O-],C[N+](=O)[O-],False,False,none,47,False,
solvent,CCCN(=O)=O,True,CCC[N+](=O)[O-],CCC[N+](=O)[O-],False,False,none,23,False,
solvent,O=C1CCCCC1,True,O=C1CCCCC1,O=C1CCCCC1,False,False,none,39,False,
solvent,CC1OC(OC1)=O,True,CC1COC(=O)O1,CC1COC(=O)O1,False,False,none,118,False,
solvent,n1ccccc1,True,c1ccncc1,c1ccncc1,False,False,none,39,False,
solvent,O=C1NCCC1,True,O=C1CCCN1,O=C1CCCN1,False,False,none,120,False,
solvent,OCc1occc1,True,OCc1ccco1,OCc1ccco1,False,False,none,29,False,
solvent,CCN(CC)C(C)=O,True,CCN(CC)C(C)=O,CCN(CC)C(C)=O,False,False,none,108,False,
solvent,CCOC(=O)c1ccccc1C(OCC)=O,True,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,False,False,none,182,False,
solvent,CCOC(=O)c1ccccc1,True,CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,False,False,none,100,False,
solvent,O=C1CCCCCO1,True,O=C1CCCCCO1,O=C1CCCCCO1,False,False,none,78,False,
solvent,OCCCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCO,False,False,none,141,False,
solvent,OCCCCCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCO,False,False,none,88,False,
solvent,O=Cc1occc1,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,114,False,
solvent,CCCCCCCCCCCCCCCCC=C,True,C=CCCCCCCCCCCCCCCCC,C=CCCCCCCCCCCCCCCCC,False,False,none,59,False,
solvent,CCCCCCCCCCCCCCCCCCCl,True,CCCCCCCCCCCCCCCCCCCl,CCCCCCCCCCCCCCCCCCCl,False,False,none,41,False,
solvent,OCCCCCCCCCCCC,True,CCCCCCCCCCCCO,CCCCCCCCCCCCO,False,False,none,61,False,
solvent,OCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCO,CCCCCCCCCCCCCCO,False,False,none,62,False,
solvent,CCCCCCCCCCC(C)=O,True,CCCCCCCCCCC(C)=O,CCCCCCCCCCC(C)=O,False,False,none,28,False,
solvent,CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,True,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,False,False,none,69,False,
solvent,OCCCCC,True,CCCCCO,CCCCCO,False,False,none,93,False,
solvent,OCCCCCC,True,CCCCCCO,CCCCCCO,False,False,none,17,False,
solvent,OCCCCCCC,True,CCCCCCCO,CCCCCCCO,False,False,none,8,False,
solvent,OCCCCCCCCC,True,CCCCCCCCCO,CCCCCCCCCO,False,False,none,2,False,
solvent,CCCCCCCCCCc1ccccc1,True,CCCCCCCCCCc1ccccc1,CCCCCCCCCCc1ccccc1,False,False,none,14,False,
solvent,CCCCCCCCCCCCc1ccccc1,True,CCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCc1ccccc1,False,False,none,19,False,
solvent,CCCCCCCCCCCCCCc1ccccc1,True,CCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCc1ccccc1,False,False,none,9,False,
solvent,CCCCCCCCCCCCCCCc1ccccc1,True,CCCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCCc1ccccc1,False,False,none,20,False,
solvent,CCCCCCCCCCCCCCCCCCCc1ccccc1,True,CCCCCCCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCCCCCCc1ccccc1,False,False,none,9,False,
solvent,N#CCCCCC#N,True,N#CCCCCC#N,N#CCCCCC#N,False,False,none,62,False,
solvent,N#CCc1ccccc1,True,N#CCc1ccccc1,N#CCc1ccccc1,False,False,none,25,False,
solvent,CC(=O)Cc1ccccc1,True,CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1,False,False,none,7,False,
solvent,CC(CCc1ccccc1)=O,True,CC(=O)CCc1ccccc1,CC(=O)CCc1ccccc1,False,False,none,7,False,
solvent,ClC(Cl)C(Cl)Cl,True,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,False,False,none,7,False,
solvent,C(C=Cc1cc2)c1cc2,True,C1=Cc2ccccc2C1,C1=Cc2ccccc2C1,False,False,none,7,False,
solvent,Clc2c1ccccc1ccc2,True,Clc1cccc2ccccc12,Clc1cccc2ccccc12,False,False,none,26,False,
solvent,Cc2c1ccccc1ccc2,True,Cc1cccc2ccccc12,Cc1cccc2ccccc12,False,False,none,36,False,
solvent,NCCCCCCCCN,True,NCCCCCCCCN,NCCCCCCCCN,False,False,none,52,False,
solvent,NCCCCCCCCCCN,True,NCCCCCCCCCCN,NCCCCCCCCCCN,False,False,none,39,False,
solvent,NCCCCCCCCCCCCN,True,NCCCCCCCCCCCCN,NCCCCCCCCCCCCN,False,False,none,124,False,
solvent,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,True,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,False,False,none,88,False,
solvent,CCCCOP(OCCCC)(OCCCC)=O,True,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,False,False,none,91,False,
solvent,Nc1ccccc1,True,Nc1ccccc1,Nc1ccccc1,False,False,none,58,False,
solvent,n2cc1ccccc1cc2,True,c1ccc2cnccc2c1,c1ccc2cnccc2c1,False,False,none,25,False,
solvent,c2nc1ccccc1cc2,True,c1ccc2ncccc2c1,c1ccc2ncccc2c1,False,False,none,94,False,
solvent,Cc2nc1ccccc1cc2,True,Cc1ccc2ccccc2n1,Cc1ccc2ccccc2n1,False,False,none,13,False,
solvent,Cc2c1ccccc1ncc2,True,Cc1ccnc2ccccc12,Cc1ccnc2ccccc12,False,False,none,20,False,
solvent,CCCCCCCCCCCCCCCC(O)=O,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,259,False,
solvent,OC(CCCCCCCCC(O)=O)=O,True,O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCC(=O)O,False,False,none,35,False,
solvent,OC(CCCCCC(O)=O)=O,True,O=C(O)CCCCCC(=O)O,O=C(O)CCCCCC(=O)O,False,False,none,36,False,
solvent,OCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,False,False,none,130,False,
solvent,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,True,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,False,False,none,159,False,
solvent,CCCCOC(=O)c1ccccc1C(OCCCC)=O,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,261,False,
solvent,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,True,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,False,none,32,False,
solvent,CC(C)COC(=O)c1ccccc1C(OCC(C)C)=O,True,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,False,False,none,100,False,
solvent,CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,True,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,70,False,
solvent,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,True,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,False,False,none,100,False,
solvent,CCCCOC(=O)c2ccccc2C(OCc1ccccc1)=O,True,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,False,False,none,70,False,
solvent,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,True,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,70,False,
solvent,OCCCCCCO,True,OCCCCCCO,OCCCCCCO,False,False,none,75,False,
solvent,OCCCCCCCCCO,True,OCCCCCCCCCO,OCCCCCCCCCO,False,False,none,72,False,
solvent,SCCCCCCS,True,SCCCCCCS,SCCCCCCS,False,False,none,23,False,
solvent,N#CCCCCCCCCCCC#N,True,N#CCCCCCCCCCCC#N,N#CCCCCCCCCCCC#N,False,False,none,33,False,
solvent,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,True,CCCC[CH2][Sn]([CH2]CCCC)([CH2]CCCC)[CH2]CCCC,CCCC[CH2][Sn]([CH2]CCCC)([CH2]CCCC)[CH2]CCCC,False,False,none,115,False,
solvent,ClCc1ccccc1,True,ClCc1ccccc1,ClCc1ccccc1,False,False,none,15,False,
solvent,CCN(=O)=O,True,CC[N+](=O)[O-],CC[N+](=O)[O-],False,False,none,22,False,
solvent,CC(C)N(=O)=O,True,CC(C)[N+](=O)[O-],CC(C)[N+](=O)[O-],False,False,none,23,False,
solvent,Oc1ccccc1,True,Oc1ccccc1,Oc1ccccc1,False,False,none,133,False,
solvent,NCc1occc1,True,NCc1ccco1,NCc1ccco1,False,False,none,7,False,
solvent,OCC1CCCO1,True,OCC1CCCO1,OCC1CCCO1,False,False,none,15,False,
solvent,CCCCNC(=O)c1ccccc1,True,CCCCNC(=O)c1ccccc1,CCCCNC(=O)c1ccccc1,False,False,none,24,False,
solvent,OCCN,True,NCCO,NCCO,False,False,none,59,False,
solvent,CN1CCN(C)C1=O,True,CN1CCN(C)C1=O,CN1CCN(C)C1=O,False,False,none,71,False,
solvent,CCCCCCCCCCCCCCCCCCc1ccccc1,True,CCCCCCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCCCCCc1ccccc1,False,False,none,2,False,
solvent,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,False,False,none,460,False,
solvent,OC1CCCC1,True,OC1CCCC1,OC1CCCC1,False,False,none,6,False,
solvent,OC1CCCCC1,True,OC1CCCCC1,OC1CCCCC1,False,False,none,6,False,
solvent,OC1CCCCCC1,True,OC1CCCCCC1,OC1CCCCCC1,False,False,none,6,False,
solvent,N#CCCOCCC#N,True,N#CCCOCCC#N,N#CCCOCCC#N,False,False,none,53,False,
solvent,N#CCCSCCC#N,True,N#CCCSCCC#N,N#CCCSCCC#N,False,False,none,76,False,
solvent,N#CCCNCCC#N,True,N#CCCNCCC#N,N#CCCNCCC#N,False,False,none,53,False,
solvent,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,True,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,False,False,none,180,False,
solvent,OCCSCC,True,CCSCCO,CCSCCO,False,False,none,17,False,
solvent,COC(=O)CCSCCC(=O)OC,True,COC(=O)CCSCCC(=O)OC,COC(=O)CCSCCC(=O)OC,False,False,none,25,False,
solvent,O=Cc1sccc1,True,O=Cc1cccs1,O=Cc1cccs1,False,False,none,17,False,
solvent,CC(=O)c1sccc1,True,CC(=O)c1cccs1,CC(=O)c1cccs1,False,False,none,25,False,
solvent,O=S1CCCC1,True,O=S1CCCC1,O=S1CCCC1,False,False,none,32,False,
solvent,O=S1(CCCO1)=O,True,O=S1(=O)CCCO1,O=S1(=O)CCCO1,False,False,none,27,False,
solvent,O=S1OCCO1,True,O=S1OCCO1,O=S1OCCO1,False,False,none,27,False,
solvent,CCCS(CCC)=O,True,CCCS(=O)CCC,CCCS(=O)CCC,False,False,none,25,False,
solvent,C=CC1CCC[S]1(=O)=O,True,C=CC1CCCS1(=O)=O,C=CC1CCCS1(=O)=O,False,False,none,27,False,
solvent,Cc1nc(N)sc1,True,Cc1csc(N)n1,Cc1csc(N)n1,False,False,none,18,False,
solvent,Nc1ccccc1S,True,Nc1ccccc1S,Nc1ccccc1S,False,False,none,26,False,
solvent,OCC(O)CO,True,OCC(O)CO,OCC(O)CO,False,False,none,100,False,
solvent,OCC(O)C,True,CC(O)CO,CC(O)CO,False,False,none,42,False,
solvent,Clc(ccc1Cl)cc1Cl,True,Clc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,False,False,none,2,False,
solvent,CC(OCC(COC(C)=O)OC(C)=O)=O,True,CC(=O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COC(C)=O)OC(C)=O,False,False,none,118,False,
solvent,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,True,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,False,False,none,65,False,
solvent,CCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCC,False,False,none,66,False,
